"tripduration","starttime","stoptime","start station id","start station name","start station latitude","start station longitude","end station id","end station name","end station latitude","end station longitude","bikeid","usertype","birth year","gender"
"632","9/1/2016 01:03:27","9/1/2016 01:13:59","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","224","Spruce St & Nassau St","40.71146364","-74.00552427","17975","Subscriber","1993","1"
"114","9/1/2016 01:03:45","9/1/2016 01:05:39","3168","Central Park West & W 85 St","40.78472675","-73.96961715","3168","Central Park West & W 85 St","40.78472675","-73.96961715","16574","Subscriber","1969","1"
"775","9/1/2016 01:03:53","9/1/2016 01:16:49","450","W 49 St & 8 Ave","40.76227205","-73.98788205","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","25394","Subscriber","1970","1"
"93","9/1/2016 01:03:57","9/1/2016 01:05:30","393","E 5 St & Avenue C","40.72299208","-73.97995466","393","E 5 St & Avenue C","40.72299208","-73.97995466","17610","Customer","1984","1"
"126","9/1/2016 01:04:15","9/1/2016 01:06:21","3087","Metropolitan Ave & Meeker Ave","40.71413311","-73.95234386","471","Grand St & Havemeyer St","40.71286844","-73.95698119","23804","Subscriber","1991","1"
"464","9/1/2016 01:04:20","9/1/2016 01:12:04","150","E 2 St & Avenue C","40.7208736","-73.98085795","361","Allen St & Hester St","40.71605866","-73.99190759","26927","Subscriber","1982","1"
"182","9/1/2016 01:04:26","9/1/2016 01:07:28","3084","Devoe St & Leonard St","40.71348658","-73.94792458","3083","Bushwick Ave & Powers St","40.71247661","-73.94100005","23951","Subscriber","1984","1"
"691","9/1/2016 01:04:52","9/1/2016 01:16:23","486","Broadway & W 29 St","40.7462009","-73.98855723","511","E 14 St & Avenue B","40.72938685","-73.97772429","22082","Subscriber","1987","1"
"868","9/1/2016 01:04:58","9/1/2016 01:19:27","417","Barclay St & Church St","40.71291224","-74.01020234","356","Bialystoker Pl & Delancey St","40.71622644","-73.98261206","24330","Subscriber","1993","2"
"1388","9/1/2016 01:05:28","9/1/2016 01:28:36","3175","W 70 St & Amsterdam Ave","40.77748046","-73.98288594","284","Greenwich Ave & 8 Ave","40.7390169121","-74.0026376103","23318","Subscriber","1973","1"
"368","9/1/2016 01:05:43","9/1/2016 01:11:52","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","470","W 20 St & 8 Ave","40.74345335","-74.00004031","16188","Subscriber","1975","2"
"301","9/1/2016 01:05:52","9/1/2016 01:10:54","3259","9 Ave & W 28 St","40.74937024193277","-73.99923384189606","470","W 20 St & 8 Ave","40.74345335","-74.00004031","18776","Subscriber","1973","1"
"326","9/1/2016 01:06:52","9/1/2016 01:12:19","236","St Marks Pl & 2 Ave","40.7284186","-73.98713956","253","W 13 St & 5 Ave","40.73543934","-73.99453948","18668","Subscriber","1993","1"
"108","9/1/2016 01:06:59","9/1/2016 01:08:48","3096","Union Ave & N 12 St","40.71924","-73.95242","3102","Driggs Ave & Lorimer St","40.72179134","-73.9504154","22691","Subscriber","1978","1"
"268","9/1/2016 01:08:12","9/1/2016 01:12:41","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","3263","Cooper Square & E 7 St","40.72923649910006","-73.99086803197861","24904","Subscriber","1988","2"
"85","9/1/2016 01:08:28","9/1/2016 01:09:54","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","19779","Subscriber","1996","1"
"145","9/1/2016 01:08:35","9/1/2016 01:11:00","173","Broadway & W 49 St","40.76068327096592","-73.9845272898674","450","W 49 St & 8 Ave","40.76227205","-73.98788205","20969","Subscriber","1986","1"
"227","9/1/2016 01:08:49","9/1/2016 01:12:36","529","W 42 St & 8 Ave","40.7575699","-73.99098507","478","11 Ave & W 41 St","40.76030096","-73.99884222","15373","Subscriber","1981","1"
"152","9/1/2016 01:08:54","9/1/2016 01:11:27","3095","Graham Ave & Herbert St","40.71929301","-73.94500379","3100","Nassau Ave & Newell St","40.724812564400175","-73.94752621650696","23500","Subscriber","1985","1"
"2328","9/1/2016 01:09:06","9/1/2016 01:47:54","217","Old Fulton St","40.70277159","-73.99383605","433","E 13 St & Avenue A","40.72955361","-73.98057249","20759","Subscriber","1981","1"
"1238","9/1/2016 01:09:29","9/1/2016 01:30:08","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","312","Allen St & Stanton St","40.722055","-73.989111","20258","Subscriber","1986","2"
"134","9/1/2016 01:09:51","9/1/2016 01:12:05","533","Broadway & W 39 St","40.75299641","-73.98721619","523","W 38 St & 8 Ave","40.75466591","-73.99138152","16319","Subscriber","1978","1"
"430","9/1/2016 01:09:57","9/1/2016 01:17:08","312","Allen St & Stanton St","40.722055","-73.989111","308","St James Pl & Oliver St","40.71307916","-73.99851193","26929","Subscriber","1985","1"
"409","9/1/2016 01:10:44","9/1/2016 01:17:34","3082","Hope St & Union Ave","40.71167351","-73.95141312","3112","Milton St & Franklin St","40.72906","-73.95779","22774","Subscriber","1984","1"
"1147","9/1/2016 01:11:35","9/1/2016 01:30:42","530","11 Ave & W 59 St","40.771522","-73.990541","496","E 16 St & 5 Ave","40.73726186","-73.99238967","17295","Subscriber","1984","1"
"387","9/1/2016 01:11:39","9/1/2016 01:18:07","3111","Norman Ave & Leonard St","40.7258483","-73.95064893","2002","Wythe Ave & Metropolitan Ave","40.716887","-73.963198","22925","Subscriber","1984","2"
"226","9/1/2016 01:12:43","9/1/2016 01:16:30","3096","Union Ave & N 12 St","40.71924","-73.95242","3095","Graham Ave & Herbert St","40.71929301","-73.94500379","15212","Subscriber","1979","1"
"270","9/1/2016 01:12:57","9/1/2016 01:17:28","237","E 11 St & 2 Ave","40.73047309","-73.98672378","151","Cleveland Pl & Spring St","40.722103786686034","-73.99724900722504","25853","Subscriber","","0"
"714","9/1/2016 01:12:58","9/1/2016 01:24:52","476","E 31 St & 3 Ave","40.74394314","-73.97966069","401","Allen St & Rivington St","40.72019576","-73.98997825","18670","Subscriber","1991","1"
"1083","9/1/2016 01:13:01","9/1/2016 01:31:05","401","Allen St & Rivington St","40.72019576","-73.98997825","3066","Tompkins Ave & Hopkins St","40.69957608","-73.94708417","26587","Subscriber","1959","1"
"1105","9/1/2016 01:13:14","9/1/2016 01:31:40","3170","W 84 St & Columbus Ave","40.78499979","-73.97283406","480","W 53 St & 10 Ave","40.76669671","-73.99061728","20817","Subscriber","1986","1"
"720","9/1/2016 01:13:25","9/1/2016 01:25:25","3141","1 Ave & E 68 St","40.76500525","-73.95818491","3129","Queens Plaza North & Crescent St","40.75110165","-73.94073717","24037","Subscriber","1985","2"
"227","9/1/2016 01:13:46","9/1/2016 01:17:34","479","9 Ave & W 45 St","40.76019252","-73.9912551","450","W 49 St & 8 Ave","40.76227205","-73.98788205","17348","Subscriber","1992","1"
"827","9/1/2016 01:14:45","9/1/2016 01:28:32","505","6 Ave & W 33 St","40.74901271","-73.98848395","504","1 Ave & E 16 St","40.73221853","-73.98165557","24053","Subscriber","1992","2"
"197","9/1/2016 01:15:11","9/1/2016 01:18:29","279","Peck Slip & Front St","40.707873","-74.00167","376","John St & William St","40.70862144","-74.00722156","22709","Subscriber","1983","2"
"459","9/1/2016 01:15:30","9/1/2016 01:23:10","528","2 Ave & E 31 St","40.74290902","-73.97706058","236","St Marks Pl & 2 Ave","40.7284186","-73.98713956","26693","Subscriber","1994","1"
"260","9/1/2016 01:16:55","9/1/2016 01:21:15","128","MacDougal St & Prince St","40.72710258","-74.00297088","151","Cleveland Pl & Spring St","40.722103786686034","-73.99724900722504","19305","Subscriber","1990","1"
"665","9/1/2016 01:17:11","9/1/2016 01:28:17","3146","E 81 St & 3 Ave","40.77573034","-73.9567526","3142","1 Ave & E 62 St","40.7612274","-73.96094022","26672","Customer","","0"
"244","9/1/2016 01:17:13","9/1/2016 01:21:17","423","W 54 St & 9 Ave","40.76584941","-73.98690506","352","W 56 St & 6 Ave","40.76340613","-73.97722479","22950","Subscriber","1986","1"
"1166","9/1/2016 01:17:42","9/1/2016 01:37:08","3312","1 Ave & E 94 St","40.7817212","-73.94594","3314","W 95 St & Broadway","40.7937704","-73.971888","26464","Subscriber","1978","1"
"736","9/1/2016 01:18:08","9/1/2016 01:30:25","382","University Pl & E 14 St","40.73492695","-73.99200509","302","Avenue D & E 3 St","40.72082834","-73.97793172","16891","Subscriber","1992","1"
"845","9/1/2016 01:18:15","9/1/2016 01:32:21","470","W 20 St & 8 Ave","40.74345335","-74.00004031","285","Broadway & E 14 St","40.73454567","-73.99074142","22740","Subscriber","1973","1"
"147","9/1/2016 01:18:18","9/1/2016 01:20:45","3064","Myrtle Ave & Lewis Ave","40.69681963","-73.93756926","3059","Pulaski St & Marcus Garvey Blvd","40.6933982","-73.939877","26421","Subscriber","1986","1"
"662","9/1/2016 01:18:46","9/1/2016 01:29:48","483","E 12 St & 3 Ave","40.73223272","-73.98889957","268","Howard St & Centre St","40.71910537","-73.99973337","25119","Subscriber","1978","1"
"417","9/1/2016 01:20:01","9/1/2016 01:26:58","3258","W 27 St & 10 Ave","40.75018156325683","-74.00218427181244","116","W 17 St & 8 Ave","40.74177603","-74.00149746","16050","Subscriber","1980","1"
"280","9/1/2016 01:20:05","9/1/2016 01:24:45","3236","W 42 St & Dyer Ave","40.75898481399634","-73.99379968643188","478","11 Ave & W 41 St","40.76030096","-73.99884222","25227","Subscriber","1981","2"
"1803","9/1/2016 01:20:20","9/1/2016 01:50:23","325","E 19 St & 3 Ave","40.73624527","-73.98473765","216","Columbia Heights & Cranberry St","40.70037867","-73.99548059","25291","Subscriber","1961","1"
"305","9/1/2016 01:20:42","9/1/2016 01:25:48","3062","Myrtle Ave & Marcy Ave","40.69539817","-73.94954908","3241","Monroe St & Tompkins Ave","40.686203","-73.944694","22775","Subscriber","1984","1"
"214","9/1/2016 01:21:50","9/1/2016 01:25:24","3141","1 Ave & E 68 St","40.76500525","-73.95818491","3142","1 Ave & E 62 St","40.7612274","-73.96094022","23429","Subscriber","1989","2"
"1329","9/1/2016 01:21:50","9/1/2016 01:44:00","513","W 56 St & 10 Ave","40.768254","-73.988639","3146","E 81 St & 3 Ave","40.77573034","-73.9567526","23361","Subscriber","1978","1"
"538","9/1/2016 01:22:04","9/1/2016 01:31:03","3236","W 42 St & Dyer Ave","40.75898481399634","-73.99379968643188","514","12 Ave & W 40 St","40.76087502","-74.00277668","25773","Subscriber","1981","2"
"732","9/1/2016 01:22:06","9/1/2016 01:34:18","516","E 47 St & 1 Ave","40.75206862","-73.96784384","498","Broadway & W 32 St","40.74854862","-73.98808416","15681","Subscriber","1988","2"
"196","9/1/2016 01:22:10","9/1/2016 01:25:26","3141","1 Ave & E 68 St","40.76500525","-73.95818491","3142","1 Ave & E 62 St","40.7612274","-73.96094022","25462","Subscriber","1983","1"
"1556","9/1/2016 01:22:51","9/1/2016 01:48:48","488","W 39 St & 9 Ave","40.75645824","-73.99372222","447","8 Ave & W 52 St","40.76370739","-73.9851615","26732","Subscriber","1973","1"
"950","9/1/2016 01:23:27","9/1/2016 01:39:18","3255","8 Ave & W 31 St","40.7505853470215","-73.9946848154068","3131","E 68 St & 3 Ave","40.76712840349542","-73.96224617958069","22788","Subscriber","1955","1"
"472","9/1/2016 01:23:39","9/1/2016 01:31:31","453","W 22 St & 8 Ave","40.74475148","-73.99915362","477","W 41 St & 8 Ave","40.75640548","-73.9900262","23509","Subscriber","1970","1"
"602","9/1/2016 01:23:55","9/1/2016 01:33:57","161","LaGuardia Pl & W 3 St","40.72917025","-73.99810231","491","E 24 St & Park Ave S","40.74096374","-73.98602213","21442","Subscriber","1967","1"
"307","9/1/2016 01:25:11","9/1/2016 01:30:19","151","Cleveland Pl & Spring St","40.722103786686034","-73.99724900722504","361","Allen St & Hester St","40.71605866","-73.99190759","25853","Subscriber","1988","1"
"1887","9/1/2016 01:25:30","9/1/2016 01:56:58","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","471","Grand St & Havemeyer St","40.71286844","-73.95698119","26720","Customer","","0"
"604","9/1/2016 01:25:37","9/1/2016 01:35:41","509","9 Ave & W 22 St","40.7454973","-74.00197139","540","Lexington Ave & E 29 St","40.74311555376486","-73.98215353488922","17974","Subscriber","1985","1"
"1856","9/1/2016 01:25:50","9/1/2016 01:56:46","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","471","Grand St & Havemeyer St","40.71286844","-73.95698119","16194","Customer","","0"
"831","9/1/2016 01:26:46","9/1/2016 01:40:38","502","Henry St & Grand St","40.714215","-73.981346","306","Cliff St & Fulton St","40.70823502","-74.00530063","26960","Subscriber","1989","1"
"267","9/1/2016 01:27:17","9/1/2016 01:31:44","3092","Berry St & N 8 St","40.7190095","-73.95852515","3110","Meserole Ave & Manhattan Ave","40.72708584","-73.95299117","26070","Subscriber","1972","1"
"693","9/1/2016 01:27:31","9/1/2016 01:39:05","508","W 46 St & 11 Ave","40.76341379","-73.99667444","477","W 41 St & 8 Ave","40.75640548","-73.9900262","17982","Subscriber","1967","1"
"536","9/1/2016 01:28:21","9/1/2016 01:37:17","3290","E 89 St & York Ave","40.7779453","-73.946041","3141","1 Ave & E 68 St","40.76500525","-73.95818491","25145","Subscriber","1962","1"
"324","9/1/2016 01:28:37","9/1/2016 01:34:01","308","St James Pl & Oliver St","40.71307916","-73.99851193","264","Maiden Ln & Pearl St","40.70706456","-74.00731853","26929","Subscriber","1983","1"
"674","9/1/2016 01:28:58","9/1/2016 01:40:13","3396","Clinton St & 4 Place","40.6783563","-74.00014502","467","Dean St & 4 Ave","40.68312489","-73.97895137","26510","Subscriber","1986","1"
"1276","9/1/2016 01:29:20","9/1/2016 01:50:36","352","W 56 St & 6 Ave","40.76340613","-73.97722479","3282","5 Ave & E 88 St","40.78307","-73.95939","22950","Subscriber","1952","1"
"379","9/1/2016 01:30:52","9/1/2016 01:37:11","445","E 10 St & Avenue A","40.72740794","-73.98142006","545","E 23 St & 1 Ave","40.736502","-73.97809472","16557","Subscriber","1967","1"
"176","9/1/2016 01:31:52","9/1/2016 01:34:48","476","E 31 St & 3 Ave","40.74394314","-73.97966069","167","E 39 St & 3 Ave","40.7489006","-73.97604882","15312","Subscriber","1982","1"
"1211","9/1/2016 01:32:03","9/1/2016 01:52:14","515","W 43 St & 10 Ave","40.76009437","-73.99461843","3153","E 71 St & 2 Ave","40.76817546742245","-73.95910263061523","20360","Subscriber","1978","1"
"2647","9/1/2016 01:32:41","9/1/2016 02:16:48","457","Broadway & W 58 St","40.76695317","-73.98169333","477","W 41 St & 8 Ave","40.75640548","-73.9900262","23089","Subscriber","1990","1"
"779","9/1/2016 01:32:43","9/1/2016 01:45:42","492","W 33 St & 7 Ave","40.75019995","-73.99093085","515","W 43 St & 10 Ave","40.76009437","-73.99461843","25619","Subscriber","1990","2"
"2463","9/1/2016 01:32:51","9/1/2016 02:13:55","457","Broadway & W 58 St","40.76695317","-73.98169333","477","W 41 St & 8 Ave","40.75640548","-73.9900262","17146","Subscriber","1990","1"
"2629","9/1/2016 01:32:55","9/1/2016 02:16:45","457","Broadway & W 58 St","40.76695317","-73.98169333","477","W 41 St & 8 Ave","40.75640548","-73.9900262","23125","Subscriber","1988","1"
"1169","9/1/2016 01:33:21","9/1/2016 01:52:51","312","Allen St & Stanton St","40.722055","-73.989111","453","W 22 St & 8 Ave","40.74475148","-73.99915362","20258","Subscriber","1986","2"
"439","9/1/2016 01:33:28","9/1/2016 01:40:48","3095","Graham Ave & Herbert St","40.71929301","-73.94500379","3095","Graham Ave & Herbert St","40.71929301","-73.94500379","26775","Subscriber","1992","1"
"851","9/1/2016 01:33:57","9/1/2016 01:48:09","3258","W 27 St & 10 Ave","40.75018156325683","-74.00218427181244","508","W 46 St & 11 Ave","40.76341379","-73.99667444","24840","Subscriber","1964","1"
"2160","9/1/2016 01:34:16","9/1/2016 02:10:16","385","E 55 St & 2 Ave","40.75797322","-73.96603308","326","E 11 St & 1 Ave","40.72953837","-73.98426726","26961","Subscriber","1983","1"
"1962","9/1/2016 01:34:32","9/1/2016 02:07:15","3016","Kent Ave & N 7 St","40.72036775298455","-73.96165072917938","3055","Greene Ave & Nostrand Ave","40.6883337","-73.950916","23839","Subscriber","1983","2"
"314","9/1/2016 01:35:02","9/1/2016 01:40:17","430","York St & Jay St","40.7014851","-73.98656928","261","Johnson St & Gold St","40.69474881","-73.98362464","23353","Subscriber","1985","1"
"356","9/1/2016 01:35:04","9/1/2016 01:41:01","150","E 2 St & Avenue C","40.7208736","-73.98085795","3265","E 2 St & 2 Ave","40.7245634290432","-73.9894437789917","18032","Subscriber","1990","1"
"187","9/1/2016 01:35:02","9/1/2016 01:38:10","531","Forsyth St & Broome St","40.71893904","-73.99266288","312","Allen St & Stanton St","40.722055","-73.989111","15436","Subscriber","1954","1"
"365","9/1/2016 01:35:18","9/1/2016 01:41:24","3087","Metropolitan Ave & Meeker Ave","40.71413311","-73.95234386","3095","Graham Ave & Herbert St","40.71929301","-73.94500379","20868","Subscriber","1990","2"
"467","9/1/2016 01:36:56","9/1/2016 01:44:43","127","Barrow St & Hudson St","40.73172428","-74.00674436","319","Fulton St & Broadway","40.711066","-74.009447","24025","Subscriber","1991","1"
"389","9/1/2016 01:39:00","9/1/2016 01:45:29","3263","Cooper Square & E 7 St","40.72923649910006","-73.99086803197861","445","E 10 St & Avenue A","40.72740794","-73.98142006","26415","Subscriber","1990","1"
"490","9/1/2016 01:39:00","9/1/2016 01:47:10","3306","10 St & 7 Ave","40.6662078","-73.98199886","3415","Prospect Pl & 6 Ave","40.6793307","-73.97519523","21511","Subscriber","1982","2"
"167","9/1/2016 01:39:22","9/1/2016 01:42:09","509","9 Ave & W 22 St","40.7454973","-74.00197139","494","W 26 St & 8 Ave","40.74734825","-73.99723551","25445","Subscriber","1983","1"
"812","9/1/2016 01:39:35","9/1/2016 01:53:08","3168","Central Park West & W 85 St","40.78472675","-73.96961715","3175","W 70 St & Amsterdam Ave","40.77748046","-73.98288594","16574","Subscriber","1969","1"
"1060","9/1/2016 01:41:32","9/1/2016 01:59:12","304","Broadway & Battery Pl","40.70463334","-74.01361706","532","S 5 Pl & S 4 St","40.710451","-73.960876","14644","Subscriber","1990","1"
"524","9/1/2016 01:41:32","9/1/2016 01:50:17","336","Sullivan St & Washington Sq","40.73047747","-73.99906065","301","E 2 St & Avenue B","40.72217444","-73.98368779","16632","Subscriber","1988","1"
"415","9/1/2016 01:41:48","9/1/2016 01:48:43","3084","Devoe St & Leonard St","40.71348658","-73.94792458","3060","Willoughby Ave & Tompkins Ave","40.69425403","-73.94626915","24009","Subscriber","1987","1"
"814","9/1/2016 01:42:06","9/1/2016 01:55:40","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","301","E 2 St & Avenue B","40.72217444","-73.98368779","19986","Subscriber","1984","1"
"459","9/1/2016 01:42:16","9/1/2016 01:49:56","348","W Broadway & Spring St","40.72490985","-74.00154702","301","E 2 St & Avenue B","40.72217444","-73.98368779","18610","Subscriber","1993","1"
"1284","9/1/2016 01:42:38","9/1/2016 02:04:02","434","9 Ave & W 18 St","40.74317449","-74.00366443","2002","Wythe Ave & Metropolitan Ave","40.716887","-73.963198","25982","Subscriber","1988","1"
"610","9/1/2016 01:43:42","9/1/2016 01:53:53","447","8 Ave & W 52 St","40.76370739","-73.9851615","164","E 47 St & 2 Ave","40.75323098","-73.97032517","25104","Subscriber","1990","1"
"1135","9/1/2016 01:44:22","9/1/2016 02:03:17","494","W 26 St & 8 Ave","40.74734825","-73.99723551","3286","E 89 St & 3 Ave","40.7806284","-73.9521667","23472","Subscriber","1983","1"
"257","9/1/2016 01:44:46","9/1/2016 01:49:04","477","W 41 St & 8 Ave","40.75640548","-73.9900262","505","6 Ave & W 33 St","40.74901271","-73.98848395","22491","Subscriber","1991","1"
"245","9/1/2016 01:44:47","9/1/2016 01:48:52","428","E 3 St & 1 Ave","40.72467721","-73.98783413","410","Suffolk St & Stanton St","40.72066442","-73.98517977","21179","Subscriber","1989","1"
"407","9/1/2016 01:45:11","9/1/2016 01:51:59","3263","Cooper Square & E 7 St","40.72923649910006","-73.99086803197861","540","Lexington Ave & E 29 St","40.74311555376486","-73.98215353488922","24904","Subscriber","1991","1"
"1034","9/1/2016 01:45:31","9/1/2016 02:02:46","295","Pike St & E Broadway","40.71406667","-73.99293911","2012","E 27 St & 1 Ave","40.739445","-73.976806","23766","Subscriber","1998","2"
"1172","9/1/2016 01:47:07","9/1/2016 02:06:39","228","E 48 St & 3 Ave","40.7546011026","-73.971878855","3325","E 95 St & 3 Ave","40.7849032","-73.950503","26497","Subscriber","","0"
"452","9/1/2016 01:48:32","9/1/2016 01:56:05","251","Mott St & Prince St","40.72317958","-73.99480012","237","E 11 St & 2 Ave","40.73047309","-73.98672378","25309","Subscriber","1983","2"
"929","9/1/2016 01:49:08","9/1/2016 02:04:37","349","Rivington St & Ridge St","40.71850211","-73.98329859","3083","Bushwick Ave & Powers St","40.71247661","-73.94100005","26364","Subscriber","1975","1"
"286","9/1/2016 01:49:14","9/1/2016 01:54:00","410","Suffolk St & Stanton St","40.72066442","-73.98517977","511","E 14 St & Avenue B","40.72938685","-73.97772429","24302","Subscriber","1984","1"
"155","9/1/2016 01:49:55","9/1/2016 01:52:30","3142","1 Ave & E 62 St","40.7612274","-73.96094022","3141","1 Ave & E 68 St","40.76500525","-73.95818491","24336","Subscriber","1983","1"
"884","9/1/2016 01:50:06","9/1/2016 02:04:50","252","MacDougal St & Washington Sq","40.73226398","-73.99852205","3236","W 42 St & Dyer Ave","40.75898481399634","-73.99379968643188","25372","Customer","","0"
"395","9/1/2016 01:50:09","9/1/2016 01:56:44","3402","Court St & State St","40.6902375","-73.99203074","467","Dean St & 4 Ave","40.68312489","-73.97895137","26134","Subscriber","1989","1"
"648","9/1/2016 01:50:19","9/1/2016 02:01:08","3353","Reed St & Van Brunt St","40.6747844","-74.01612847","3422","Columbia St & Degraw St","40.6859296","-74.00242364","20556","Subscriber","1976","2"
"163","9/1/2016 01:50:37","9/1/2016 01:53:20","478","11 Ave & W 41 St","40.76030096","-73.99884222","529","W 42 St & 8 Ave","40.7575699","-73.99098507","23376","Subscriber","1970","1"
"344","9/1/2016 01:50:55","9/1/2016 01:56:39","3140","1 Ave & E 78 St","40.77140426","-73.9535166","3142","1 Ave & E 62 St","40.7612274","-73.96094022","22330","Subscriber","1985","1"
"834","9/1/2016 01:51:18","9/1/2016 02:05:12","247","Perry St & Bleecker St","40.73535398","-74.00483091","517","Pershing Square South","40.751581","-73.97791","25759","Subscriber","1978","1"
"283","9/1/2016 01:52:05","9/1/2016 01:56:48","546","E 30 St & Park Ave S","40.74444921","-73.98303529","402","Broadway & E 22 St","40.7403432","-73.98955109","23316","Subscriber","1986","1"
"261","9/1/2016 01:53:37","9/1/2016 01:57:58","428","E 3 St & 1 Ave","40.72467721","-73.98783413","433","E 13 St & Avenue A","40.72955361","-73.98057249","16402","Subscriber","1989","1"
"656","9/1/2016 01:54:54","9/1/2016 02:05:50","434","9 Ave & W 18 St","40.74317449","-74.00366443","479","9 Ave & W 45 St","40.76019252","-73.9912551","22900","Subscriber","1973","1"
"455","9/1/2016 01:57:39","9/1/2016 02:05:15","486","Broadway & W 29 St","40.7462009","-73.98855723","237","E 11 St & 2 Ave","40.73047309","-73.98672378","19947","Subscriber","1980","1"
"583","9/1/2016 01:58:07","9/1/2016 02:07:50","428","E 3 St & 1 Ave","40.72467721","-73.98783413","410","Suffolk St & Stanton St","40.72066442","-73.98517977","19846","Subscriber","1987","1"
"1044","9/1/2016 01:58:35","9/1/2016 02:16:00","328","Watts St & Greenwich St","40.72405549","-74.00965965","302","Avenue D & E 3 St","40.72082834","-73.97793172","21575","Subscriber","1961","1"
"477","9/1/2016 01:58:36","9/1/2016 02:06:33","369","Washington Pl & 6 Ave","40.73224119","-74.00026394","474","5 Ave & E 29 St","40.7451677","-73.98683077","23524","Subscriber","1992","1"
"1223","9/1/2016 01:58:41","9/1/2016 02:19:04","3126","44 Dr & Jackson Ave","40.74718234","-73.9432635","3122","48 Ave & 5 St","40.744363287066875","-73.9558732509613","14726","Subscriber","1982","1"
"362","9/1/2016 01:58:43","9/1/2016 02:04:46","127","Barrow St & Hudson St","40.73172428","-74.00674436","280","E 10 St & 5 Ave","40.73331967","-73.99510132","16213","Subscriber","1984","1"
"196","9/1/2016 01:59:03","9/1/2016 02:02:20","278","Concord St & Bridge St","40.69766564","-73.98476437","278","Concord St & Bridge St","40.69766564","-73.98476437","16453","Subscriber","1947","1"
"2788","9/1/2016 02:00:27","9/1/2016 02:46:55","519","Pershing Square North","40.751873","-73.977706","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","15608","Subscriber","1989","1"
"1405","9/1/2016 02:00:45","9/1/2016 02:24:10","386","Centre St & Worth St","40.71494807","-74.00234482","3111","Norman Ave & Leonard St","40.7258483","-73.95064893","22421","Subscriber","1984","1"
"733","9/1/2016 02:00:46","9/1/2016 02:12:59","477","W 41 St & 8 Ave","40.75640548","-73.9900262","3233","E 48 St & 5 Ave","40.75724567911726","-73.97805914282799","16657","Subscriber","1984","1"
"2015","9/1/2016 02:00:58","9/1/2016 02:34:33","400","Pitt St & Stanton St","40.71926081","-73.98178024","3259","9 Ave & W 28 St","40.74937024193277","-73.99923384189606","17910","Subscriber","1988","1"
"509","9/1/2016 02:01:43","9/1/2016 02:10:13","307","Canal St & Rutgers St","40.71427487","-73.98990025","312","Allen St & Stanton St","40.722055","-73.989111","14579","Subscriber","1956","1"
"1152","9/1/2016 02:04:25","9/1/2016 02:23:38","3236","W 42 St & Dyer Ave","40.75898481399634","-73.99379968643188","247","Perry St & Bleecker St","40.73535398","-74.00483091","21505","Customer","","0"
"235","9/1/2016 02:04:27","9/1/2016 02:08:23","153","E 40 St & 5 Ave","40.752062307","-73.9816324043","474","5 Ave & E 29 St","40.7451677","-73.98683077","18936","Subscriber","1985","1"
"457","9/1/2016 02:04:38","9/1/2016 02:12:15","3087","Metropolitan Ave & Meeker Ave","40.71413311","-73.95234386","460","S 4 St & Wythe Ave","40.71285887","-73.96590294","22817","Subscriber","1984","1"
"643","9/1/2016 02:04:41","9/1/2016 02:15:25","3314","W 95 St & Broadway","40.7937704","-73.971888","3323","W 106 St & Central Park West","40.7981856","-73.9605909006","24326","Subscriber","1994","1"
"231","9/1/2016 02:04:51","9/1/2016 02:08:42","3166","Riverside Dr & W 72 St","40.78057799010334","-73.98562431335449","3176","W 64 St & West End Ave","40.77452835","-73.98753759","23277","Subscriber","1983","1"
"134","9/1/2016 02:06:06","9/1/2016 02:08:20","306","Cliff St & Fulton St","40.70823502","-74.00530063","279","Peck Slip & Front St","40.707873","-74.00167","22094","Subscriber","1989","1"
"2564","9/1/2016 02:06:59","9/1/2016 02:49:44","434","9 Ave & W 18 St","40.74317449","-74.00366443","173","Broadway & W 49 St","40.76068327096592","-73.9845272898674","19402","Customer","","0"
"2542","9/1/2016 02:07:09","9/1/2016 02:49:32","434","9 Ave & W 18 St","40.74317449","-74.00366443","173","Broadway & W 49 St","40.76068327096592","-73.9845272898674","16565","Customer","","0"
"976","9/1/2016 02:07:42","9/1/2016 02:23:58","380","W 4 St & 7 Ave S","40.73401143","-74.00293877","504","1 Ave & E 16 St","40.73221853","-73.98165557","15939","Subscriber","1986","1"
"705","9/1/2016 02:08:25","9/1/2016 02:20:10","3259","9 Ave & W 28 St","40.74937024193277","-73.99923384189606","368","Carmine St & 6 Ave","40.73038599","-74.00214988","26849","Subscriber","1987","1"
"539","9/1/2016 02:09:09","9/1/2016 02:18:09","268","Howard St & Centre St","40.71910537","-73.99973337","312","Allen St & Stanton St","40.722055","-73.989111","25119","Subscriber","1990","1"
